"id","numero_serie","tension_r","corriente_r","potencia_a_r","potencia_r_r","tension_s","corriente_s","potencia_a_s","potencia_r_s","tension_t","corriente_t","potencia_a_t","potencia_r_t","temporal_placa","temporal_server","update"
5124,"28562F612CC4","225.1128845000","13.0411024100","330.5527344000","2884.5266110000","225.5202332000","24.5455474900","1765.0811770000","5227.6787110000","227.4958649000","27.8558502200","5909.2241210000","2220.5437010000","2025-12-30 00:11:02-03","2025-12-30 00:11:02-03",NULL
5127,"28562F612CC4","225.7763062000","13.1640052800","341.8866577000","2909.6562500000","226.0117493000","24.6871223400","1762.3480220000","5267.0449220000","227.9433594000","28.1350383800","5964.5561520000","2265.1433110000","2025-12-30 00:11:32-03","2025-12-30 00:11:33-03",NULL
5128,"28562F612CC4","225.5037231000","13.0401220300","336.8319397000","2878.6342770000","225.7030029000","24.5574855800","1761.0384520000","5230.4165040000","227.5563202000","27.8687496200","5909.0771480000","2210.6423340000","2025-12-30 00:12:03-03","2025-12-30 00:12:03-03",NULL
5129,"28562F612CC4","225.4349670000","13.0167598700","332.1722717000","2883.8737790000","225.6476288000","24.7207889600","1742.3094480000","5282.0922850000","227.6262360000","28.0410804700","5964.8911130000","2211.8537600000","2025-12-30 00:12:31-03","2025-12-30 00:12:31-03",NULL
5130,"28562F612CC4","225.9040070000","13.0695447900","349.0291138000","2902.1081540000","225.9958496000","24.5913085900","1724.8184810000","5268.3881840000","228.1264954000","28.2343540200","6011.3520510000","2265.8688960000","2025-12-30 00:13:01-03","2025-12-30 00:13:01-03",NULL
5131,"28562F612CC4","225.7476501000","13.0161838500","359.6047974000","2887.9199220000","225.6519012000","24.3552150700","1719.4979250000","5205.3745120000","227.7573395000","28.1325531000","5976.3847660000","2267.9982910000","2025-12-30 00:13:31-03","2025-12-30 00:13:31-03",NULL
5132,"28562F612CC4","226.7645874000","13.2083425500","365.7894287000","2937.3801270000","226.9631805000","24.5873146100","1716.6102290000","5290.8305660000","228.8488159000","28.5897808100","6084.8144530000","2344.9235840000","2025-12-30 00:14:01-03","2025-12-30 00:14:02-03",NULL
5135,"28562F612CC4","225.3202362000","13.1564521800","353.7009277000","2908.7375490000","225.2899017000","24.4524231000","1723.2944340000","5215.4741210000","227.7867889000","28.2567482000","5978.0419920000","2324.7170410000","2025-12-30 00:14:32-03","2025-12-30 00:14:32-03",NULL
5136,"28562F612CC4","226.0092316000","13.1839914300","361.6755066000","2910.8464360000","226.4168091000","24.5328216600","1746.4466550000","5245.5166020000","228.4328308000","28.2258358000","5992.2197270000","2287.0361330000","2025-12-30 00:15:02-03","2025-12-30 00:15:02-03",NULL
5137,"28562F612CC4","226.9793549000","13.5245037100","659.4732666000","2950.8166500000","227.0509186000","25.4714527100","2395.9948730000","5236.7490230000","228.8456268000","28.8270931200","6347.5639650000","1669.2720950000","2025-12-30 00:15:32-03","2025-12-30 00:15:33-03",NULL
5138,"28562F612CC4","225.3323517000","15.4140863400","1510.8890380000","3085.0588380000","225.4745331000","29.6295604700","4295.5517580000","5090.0483400000","227.6903381000","32.0290641800","7260.0893550000","-34.9474601700","2025-12-30 00:16:03-03","2025-12-30 00:16:03-03",NULL
5139,"28562F612CC4","226.5674744000","16.8273429900","-283.1978760000","3762.4152830000","226.8828125000","33.2720108000","733.2156372000","7493.2895510000","228.9769440000","37.8600730900","7375.7929690000","4503.7226560000","2025-12-30 00:16:33-03","2025-12-30 00:16:33-03",NULL
5144,"28562F612CC4","227.8011322000","13.4324665100","329.8746033000","2997.6691890000","228.2986450000","25.2771720900","1811.0993650000","5453.5498050000","229.7212677000","28.5871982600","6103.4780270000","2342.8745120000","2025-12-30 00:17:01-03","2025-12-30 00:17:01-03",NULL
5157,"28562F612CC4","227.1949768000","13.3282899900","322.7322083000","2971.3002930000","227.6173248000","25.1010971100","1820.5758060000","5394.6494140000","229.1857147000","28.2736587500","6031.3149410000","2297.0297850000","2025-12-30 00:17:31-03","2025-12-30 00:17:31-03",NULL
5158,"28562F612CC4","227.1611023000","13.3104696300","320.2062683000","2965.2236330000","227.4699554000","25.1319198600","1812.1258540000","5400.7202150000","229.1077118000","28.2616405500","6028.7597660000","2289.3676760000","2025-12-30 00:18:01-03","2025-12-30 00:18:02-03",NULL
5163,"28562F612CC4","227.2639923000","13.3130226100","336.9258728000","2955.9047850000","227.4182129000","25.0681743600","1785.7702640000","5385.0224610000","229.2927704000","28.3931808500","6047.0126950000","2305.6484380000","2025-12-30 00:18:32-03","2025-12-30 00:18:32-03",NULL
5164,"28562F612CC4","226.4761353000","13.3150682400","332.6585388000","2953.5957030000","226.8573608000","24.9015941600","1834.7358400000","5318.7656250000","228.7730103000","28.0420036300","5957.7968750000","2288.1933590000","2025-12-30 00:19:02-03","2025-12-30 00:19:02-03",NULL
5170,"28562F612CC4","227.5086823000","13.4500055300","334.7442932000","2991.5295410000","227.7877502000","25.1746883400","1824.7835690000","5406.2153320000","229.5330353000","28.4665222200","6058.5126950000","2341.6469730000","2025-12-30 00:19:32-03","2025-12-30 00:19:33-03",NULL
5172,"28562F612CC4","226.3497009000","13.1573200200","324.8493652000","2916.8215330000","226.5838318000","24.8480644200","1792.4390870000","5313.3427730000","228.7335052000","27.9364471400","5950.0029300000","2239.4138180000","2025-12-30 00:20:03-03","2025-12-30 00:20:03-03",NULL
5173,"28562F612CC4","219.4544525000","35.0903205900","6031.1523440000","4760.4790040000","220.1528931000","75.8745346100","15320.0459000000","6634.7255860000","222.0627899000","76.2389602700","14566.8896500000","-8578.1132810000","2025-12-30 00:20:33-03","2025-12-30 00:20:33-03",NULL
5174,"28562F612CC4","226.0634155000","13.1658020000","322.9925232000","2921.4301760000","226.3704529000","24.7893600500","1798.9476320000","5295.4384770000","228.5084686000","27.8537693000","5926.5830080000","2250.8791500000","2025-12-30 00:21:01-03","2025-12-30 00:21:01-03",NULL
5175,"28562F612CC4","225.9039001000","13.1009502400","312.3594055000","2916.7111820000","226.8284454000","24.6636467000","1808.5570070000","5282.3452150000","228.6152649000","27.7440261800","5922.6723630000","2232.1992190000","2025-12-30 00:21:31-03","2025-12-30 00:21:31-03",NULL
5176,"28562F612CC4","227.0672913000","13.3885450400","355.2133789000","2973.7995610000","227.6392517000","24.8903827700","1777.9213870000","5351.0942380000","229.8605804000","28.4989166300","6082.8618160000","2347.9880370000","2025-12-30 00:22:01-03","2025-12-30 00:22:02-03",NULL
5177,"28562F612CC4","226.2808838000","13.1504983900","335.7582703000","2922.9487300000","226.8244324000","24.7985420200","1768.8842770000","5320.6738280000","228.8930054000","28.1503925300","6014.5019530000","2248.7678220000","2025-12-30 00:22:32-03","2025-12-30 00:22:32-03",NULL
5178,"28562F612CC4","227.7991180000","13.6193876300","533.2431030000","3009.6003420000","228.3953400000","25.2972679100","2138.6870120000","5340.6040040000","230.3863678000","28.9195118000","6321.0131840000","2008.2253420000","2025-12-30 00:23:02-03","2025-12-30 00:23:02-03",NULL
5179,"28562F612CC4","227.1034088000","13.3572673800","340.6025391000","2977.8251950000","227.4550323000","25.1945610000","1935.5786130000","5356.8666990000","229.4514771000","28.7230815900","6127.1333010000","2354.9841310000","2025-12-30 00:23:32-03","2025-12-30 00:23:33-03",NULL
5181,"28562F612CC4","227.7324219000","13.3731937400","345.6589355000","2977.5925290000","227.7930450000","25.1018657700","1802.4410400000","5396.7768550000","229.5814362000","28.5253334000","6082.7851560000","2329.0480960000","2025-12-30 00:24:03-03","2025-12-30 00:24:03-03",NULL
5183,"28562F612CC4","226.9756470000","13.2394685700","325.6167908000","2950.1501460000","227.6876678000","24.9554309800","1772.0964360000","5379.3720700000","229.4449158000","28.3371105200","6063.3715820000","2276.7290040000","2025-12-30 00:24:33-03","2025-12-30 00:24:33-03",NULL
5185,"28562F612CC4","227.9690704000","13.4677896500","344.6861877000","2995.8276370000","227.8882904000","25.1491451300","1810.9460450000","5404.7626950000","229.6974335000","28.5972690600","6085.2319340000","2357.2124020000","2025-12-30 00:25:01-03","2025-12-30 00:25:01-03",NULL
5186,"28562F612CC4","227.1128540000","13.3120384200","331.3749390000","2960.4470210000","227.8048859000","24.9989280700","1781.5477290000","5382.6162110000","229.4820099000","28.4262294800","6068.6020510000","2296.3449710000","2025-12-30 00:25:31-03","2025-12-30 00:25:31-03",NULL
5187,"28562F612CC4","225.3361511000","13.0767211900","328.8182678000","2887.9140630000","226.0333710000","24.4192199700","1790.8862300000","5199.0874020000","227.5260773000","27.6589965800","5856.7197270000","2223.0747070000","2025-12-30 00:26:01-03","2025-12-30 00:26:02-03",NULL
5188,"28562F612CC4","224.8655548000","13.0235252400","340.0322876000","2869.7402340000","225.3822174000","24.4137039200","1768.9500730000","5186.4560550000","227.5756531000","27.6614627800","5865.2592770000","2197.0598140000","2025-12-30 00:26:32-03","2025-12-30 00:26:32-03",NULL
5189,"28562F612CC4","224.8787537000","12.9742050200","340.8461914000","2860.7775880000","225.1098480000","24.3571014400","1773.1632080000","5165.0224610000","227.3949585000","27.5149593400","5833.7363280000","2174.0737300000","2025-12-30 00:27:02-03","2025-12-30 00:27:02-03",NULL
5190,"28562F612CC4","225.4134216000","12.9390029900","354.3657532000","2849.6220700000","225.5210571000","24.2320880900","1784.7335210000","5138.5537110000","227.0897827000","27.4733409900","5815.1054690000","2162.8081050000","2025-12-30 00:27:32-03","2025-12-30 00:27:32-03",NULL
5209,"28562F612CC4","227.4543304000","13.3522472400","376.6856995000","2962.3203130000","227.6245880000","24.8634815200","1720.4273680000","5360.6865230000","229.8434753000","28.8090305300","6147.8774410000","2350.5080570000","2025-12-30 00:36:02-03","2025-12-30 00:36:02-03",NULL
5191,"28562F612CC4","223.2447357000","12.7712326000","332.0707092000","2799.4685060000","224.1131592000","23.9813461300","1750.0770260000","5063.2602540000","225.9295349000","27.1730480200","5738.3564450000","2112.0168460000","2025-12-30 00:28:03-03","2025-12-30 00:28:03-03",NULL
5192,"28562F612CC4","226.3259430000","13.1255426400","328.3244019000","2902.8557130000","226.5038300000","24.8003788000","1791.3890380000","5295.9340820000","227.9064789000","27.9313907600","5925.4560550000","2213.0581050000","2025-12-30 00:28:33-03","2025-12-30 00:28:33-03",NULL
5193,"28562F612CC4","224.9246216000","12.9612932200","322.0536499000","2863.0922850000","225.7152252000","24.4461269400","1775.4240720000","5206.9130860000","227.5135040000","27.5392646800","5857.0405270000","2157.0434570000","2025-12-30 00:29:01-03","2025-12-30 00:29:01-03",NULL
5194,"28562F612CC4","225.9869843000","13.1310949300","349.5927124000","2904.0729980000","225.8261108000","24.5444507600","1780.6439210000","5225.0058590000","228.1204987000","27.8778038000","5913.5029300000","2246.8879390000","2025-12-30 00:29:31-03","2025-12-30 00:29:31-03",NULL
5196,"28562F612CC4","225.4713593000","13.1865148500","334.3116455000","2905.8964840000","226.0018158000","24.6754112200","1789.7060550000","5252.4404300000","227.7063904000","27.9856128700","5924.0405270000","2237.1577150000","2025-12-30 00:30:01-03","2025-12-30 00:30:01-03",NULL
5197,"28562F612CC4","225.3868256000","13.0256290400","319.9134216000","2875.7287600000","225.8770447000","24.6205825800","1773.9887700000","5247.7495120000","227.4085999000","27.7633953100","5889.8056640000","2183.7573240000","2025-12-30 00:30:31-03","2025-12-30 00:30:32-03",NULL
5198,"28562F612CC4","225.0808563000","13.0356702800","329.7799683000","2875.8759770000","225.4683838000","24.5568771400","1784.4925540000","5218.8212890000","227.7676086000","27.6035862000","5865.0419920000","2178.0170900000","2025-12-30 00:31:02-03","2025-12-30 00:31:02-03",NULL
5199,"28562F612CC4","224.7820129000","12.9644336700","320.3053894000","2855.9863280000","225.5258331000","24.4631729100","1786.5999760000","5197.7260740000","227.3043518000","27.5083103200","5840.6079100000","2143.3815920000","2025-12-30 00:31:32-03","2025-12-30 00:31:32-03",NULL
5210,"28562F612CC4","226.7332458000","13.2310285600","361.2066650000","2929.6645510000","227.2322540000","24.7709884600","1719.2927250000","5332.6611330000","229.0212860000","28.5920906100","6094.4838870000","2295.0439450000","2025-12-30 00:36:33-03","2025-12-30 00:36:33-03",NULL
5200,"28562F612CC4","225.7320099000","13.0719471000","336.6913147000","2890.2170410000","225.5731201000","24.5037498500","1776.7391360000","5211.6176760000","227.9493561000","27.7673187300","5893.1904300000","2227.5896000000","2025-12-30 00:32:02-03","2025-12-30 00:32:03-03",NULL
5201,"28562F612CC4","226.4992371000","13.1567354200","343.8625488000","2919.8803710000","226.3317871000","24.7999782600","1763.4903560000","5306.0185550000","228.8335114000","28.1479702000","6005.8334960000","2247.4895020000","2025-12-30 00:32:33-03","2025-12-30 00:32:33-03",NULL
5202,"28562F612CC4","226.5676117000","13.1403074300","334.8601379000","2913.8125000000","226.6233215000","24.8063697800","1787.2838130000","5304.9663090000","228.3768005000","28.0502891500","5969.1347660000","2232.2111820000","2025-12-30 00:33:03-03","2025-12-30 00:33:03-03",NULL
5203,"28562F612CC4","227.4789276000","13.3104648600","339.9082947000","2962.8320310000","227.9601135000","25.0583972900","1740.4708250000","5414.6083980000","229.8086243000","28.6690807300","6135.1416020000","2312.2893070000","2025-12-30 00:33:31-03","2025-12-30 00:33:31-03",NULL
5204,"28562F612CC4","228.1184692000","13.3166122400","350.5413513000","2970.2221680000","228.1282501000","25.1370811500","1763.8341060000","5429.2558590000","229.6074219000","28.7121353100","6137.0678710000","2317.0080570000","2025-12-30 00:34:01-03","2025-12-30 00:34:01-03",NULL
5205,"28562F612CC4","227.6209869000","13.2636613800","341.1725159000","2955.8789060000","228.2378540000","25.0819873800","1739.3021240000","5427.5356450000","229.7197266000","28.6861228900","6144.7416990000","2292.7128910000","2025-12-30 00:34:31-03","2025-12-30 00:34:31-03",NULL
5206,"28562F612CC4","227.6704407000","13.3008461000","367.5040588000","2952.9362790000","227.3395538000","24.8823738100","1746.1303710000","5348.3569340000","229.3982239000","28.6229019200","6092.9204100000","2330.2009280000","2025-12-30 00:35:02-03","2025-12-30 00:35:02-03",NULL
5207,"28562F612CC4","226.7975616000","13.2619104400","361.7803345000","2939.5952150000","227.2191925000","24.6894779200","1736.2893070000","5308.1713870000","228.9501038000","28.5829849200","6084.4887700000","2317.1049800000","2025-12-30 00:35:32-03","2025-12-30 00:35:32-03",NULL
5211,"28562F612CC4","227.2142639000","13.2693891500","381.1274109000","2927.4843750000","227.1638489000","24.6686706500","1709.8513180000","5297.2949220000","229.5376129000","28.5168094600","6071.2963870000","2306.4035640000","2025-12-30 00:37:03-03","2025-12-30 00:37:03-03",NULL
5212,"28562F612CC4","227.3515320000","13.1763763400","347.0194397000","2936.4340820000","227.3724060000","24.8410720800","1748.1944580000","5348.9331050000","228.8478241000","28.4417610200","6064.8774410000","2289.1984860000","2025-12-30 00:37:31-03","2025-12-30 00:37:31-03",NULL
5213,"28562F612CC4","227.1206512000","13.2497186700","372.5040894000","2939.0759280000","227.2889557000","24.7384681700","1705.6098630000","5330.5732420000","229.4390106000","28.6572284700","6120.7285160000","2311.0383300000","2025-12-30 00:38:01-03","2025-12-30 00:38:01-03",NULL
5214,"28562F612CC4","227.4513702000","13.3330459600","352.9976807000","2961.9353030000","227.9439240000","24.9425964400","1735.8250730000","5384.3125000000","229.5552521000","28.7645149200","6138.1420900000","2335.3361820000","2025-12-30 00:38:31-03","2025-12-30 00:38:31-03",NULL
5215,"28562F612CC4","227.1672668000","13.2666959800","340.2052002000","2956.5495610000","227.7022858000","24.8312721300","1756.3359380000","5352.3120120000","229.2324677000","28.4705123900","6070.7143550000","2323.1586910000","2025-12-30 00:39:02-03","2025-12-30 00:39:02-03",NULL
5216,"28562F612CC4","226.2074280000","13.2280798000","345.5939331000","2930.9890140000","226.8348999000","24.7703819300","1777.6477050000","5305.0942380000","228.7416534000","28.2112884500","6010.5922850000","2261.8320310000","2025-12-30 00:39:32-03","2025-12-30 00:39:32-03",NULL
5217,"28562F612CC4","226.6068268000","13.1800050700","353.1548462000","2920.6916500000","226.5613251000","24.7825069400","1748.6014400000","5309.1450200000","228.8954163000","28.2307338700","6019.0185550000","2255.2246090000","2025-12-30 00:40:02-03","2025-12-30 00:40:02-03",NULL
5219,"28562F612CC4","226.0799408000","13.0402984600","349.4620361000","2885.6940920000","225.9353180000","24.6060409500","1745.7337650000","5253.4238280000","228.1978455000","27.9521274600","5950.0585940000","2211.0627440000","2025-12-30 00:40:32-03","2025-12-30 00:40:33-03",NULL
5221,"28562F612CC4","226.1621552000","13.0383520100","342.0260010000","2881.5800780000","226.4858856000","24.6956920600","1759.6116940000","5280.9643550000","227.9563751000","28.0329570800","5961.6528320000","2192.6235350000","2025-12-30 00:41:03-03","2025-12-30 00:41:03-03",NULL
5222,"28562F612CC4","226.0422821000","13.0003843300","341.9178467000","2870.3801270000","226.1443787000","24.6827716800","1743.7615970000","5274.4033200000","227.7287598000","28.0263652800","5953.5917970000","2190.4501950000","2025-12-30 00:41:31-03","2025-12-30 00:41:31-03",NULL
5225,"28562F612CC4","226.3171082000","13.0645942700","345.9777832000","2892.9528810000","226.7079163000","24.7069034600","1723.0123290000","5303.0551760000","228.2069092000","28.2908287000","6023.2211910000","2231.5866700000","2025-12-30 00:42:01-03","2025-12-30 00:42:01-03",NULL
5227,"28562F612CC4","226.7487030000","13.1129350700","360.7930298000","2909.2917480000","226.6443329000","24.8074264500","1709.0841060000","5330.6123050000","228.8256226000","28.4473457300","6071.7587890000","2255.6157230000","2025-12-30 00:42:31-03","2025-12-30 00:42:31-03",NULL
5228,"28562F612CC4","226.7976074000","13.0378284500","367.3753357000","2889.6665040000","226.5270844000","24.6584510800","1687.3393550000","5297.5878910000","228.3930969000","28.5003547700","6067.5341800000","2261.2207030000","2025-12-30 00:43:01-03","2025-12-30 00:43:02-03",NULL
5229,"28562F612CC4","226.3453827000","13.0709247600","357.0436096000","2894.1557620000","226.5145264000","24.7017211900","1683.6795650000","5310.1547850000","228.6492615000","28.4858627300","6076.6318360000","2250.1472170000","2025-12-30 00:43:32-03","2025-12-30 00:43:32-03",NULL
5230,"28562F612CC4","227.4869995000","13.0962095300","355.6264343000","2915.9755860000","226.9866791000","24.9508132900","1700.6166990000","5376.2402340000","228.9656677000","28.6452407800","6120.8261720000","2264.7331540000","2025-12-30 00:44:02-03","2025-12-30 00:44:02-03",NULL
5231,"28562F612CC4","227.6015625000","13.1610145600","359.7463379000","2940.7880860000","227.4969177000","24.9787807500","1680.9451900000","5407.3520510000","229.7869873000","28.8714828500","6198.1367190000","2299.3642580000","2025-12-30 00:44:32-03","2025-12-30 00:44:33-03",NULL
5232,"28562F612CC4","228.3334808000","13.1868743900","339.4343567000","2958.1669920000","227.9550018000","25.3156318700","1719.8070070000","5487.9155270000","229.6463165000","28.8751468700","6199.7324220000","2286.7954100000","2025-12-30 00:45:03-03","2025-12-30 00:45:03-03",NULL
5233,"28562F612CC4","228.3018036000","13.2247514700","329.5046082000","2969.5402830000","228.3337555000","25.3355712900","1742.1419680000","5496.3837890000","229.7151337000","28.8126926400","6187.9013670000","2286.5498050000","2025-12-30 00:45:33-03","2025-12-30 00:45:33-03",NULL
5234,"28562F612CC4","227.6218719000","13.1253347400","325.3078918000","2935.9914550000","227.5007019000","25.3198642700","1735.8172610000","5471.9707030000","229.5954895000","28.5366935700","6137.6596680000","2224.7333980000","2025-12-30 00:46:01-03","2025-12-30 00:46:01-03",NULL
5239,"28562F612CC4","227.6231232000","13.0715618100","317.1979980000","2928.6831050000","227.7760773000","25.2590904200","1732.5538330000","5467.3833010000","229.2293396000","28.5570449800","6133.9028320000","2224.1259770000","2025-12-30 00:46:31-03","2025-12-30 00:46:31-03",NULL
5241,"28562F612CC4","228.2763977000","13.1159677500","333.7178955000","2943.7265630000","227.8931885000","25.4102001200","1715.3773190000","5511.4228520000","229.7103882000","28.8301544200","6207.2397460000","2243.7392580000","2025-12-30 00:47:01-03","2025-12-30 00:47:01-03",NULL
5242,"28562F612CC4","228.1175995000","13.1284427600","332.8455200000","2944.4108890000","228.0412750000","25.4791736600","1704.4591060000","5534.9980470000","229.6714325000","28.9546756700","6236.9482420000","2242.6035160000","2025-12-30 00:47:32-03","2025-12-30 00:47:32-03",NULL
5243,"28562F612CC4","228.4426575000","13.1855888400","337.3203735000","2959.0534670000","228.1396942000","25.5147991200","1707.6254880000","5544.3007810000","229.9402618000","29.0242977100","6252.4790040000","2265.6196290000","2025-12-30 00:48:02-03","2025-12-30 00:48:02-03",NULL
5249,"28562F612CC4","228.1794128000","13.0901861200","330.0325623000","2935.1591800000","228.0566864000","25.4136352500","1701.3819580000","5520.2456050000","229.5287628000","28.8821773500","6217.3730470000","2232.6914060000","2025-12-30 00:48:32-03","2025-12-30 00:48:32-03",NULL
5250,"28562F612CC4","228.7833710000","13.1357002300","333.5906982000","2950.7927250000","228.7188110000","25.6303901700","1686.0366210000","5592.7988280000","229.9022980000","29.1877136200","6296.4916990000","2247.7387700000","2025-12-30 00:49:03-03","2025-12-30 00:49:03-03",NULL
5251,"28562F612CC4","228.8413391000","13.1894102100","341.7996521000","2962.2001950000","228.5316315000","25.6008739500","1690.4794920000","5579.4404300000","230.3420410000","29.1306285900","6291.6162110000","2258.9365230000","2025-12-30 00:49:33-03","2025-12-30 00:49:33-03",NULL
