"id","numero_serie","tension_r","corriente_r","potencia_a_r","potencia_r_r","tension_s","corriente_s","potencia_a_s","potencia_r_s","tension_t","corriente_t","potencia_a_t","potencia_r_t","temporal_placa","temporal_server","update"
5507,"28562F612CC4","225.8094025000","0.0014994470","0.0247566740","0.0525047440","225.2798462000","0.0018167610","0.0676825940","-0.0591072590","227.9473724000","0.0225267280","0.8205906150","-2.6811335090","2025-12-30 05:31:01-03","2025-12-30 05:31:02-03",NULL
5509,"28562F612CC4","225.2208557000","0.0017471350","0.0225254520","0.0533729830","225.8012848000","0.0016966770","0.0179252460","-0.0283091220","227.1729736000","0.0228659880","0.9928404690","-2.5976254940","2025-12-30 05:31:32-03","2025-12-30 05:31:33-03","2025-12-30 05:32:03-03"
5512,"28562F612CC4","224.9957123000","0.0016640260","0.0096017170","-0.0549504050","225.0515900000","0.0016231240","-0.0815723020","-0.0629516090","227.0371094000","0.0218338200","0.9825222490","-2.6047611240","2025-12-30 05:32:32-03","2025-12-30 05:32:33-03",NULL
5515,"28562F612CC4","224.9871063000","0.0012904590","0.0162290020","-0.0233711120","225.3170013000","0.0022182100","-0.0845933780","-0.0744901670","227.5734253000","0.0221366080","0.9317768220","-2.6800601480","2025-12-30 05:33:03-03","2025-12-30 05:33:04-03","2025-12-30 05:33:34-03"
5517,"28562F612CC4","225.8542633000","0.0014301870","0.0849069580","-0.0340402090","226.4750824000","0.0016282870","0.0389472690","-0.0556637120","227.9066010000","0.0219815490","0.8260951040","-2.7016298770","2025-12-30 05:34:01-03","2025-12-30 05:34:02-03",NULL
5519,"28562F612CC4","225.3715973000","0.0017797290","0.0841448830","-0.0103973590","225.6481476000","0.0020889950","-0.1007666510","-0.0583999050","227.9409027000","0.0224100410","0.8780786400","-2.7298018930","2025-12-30 05:34:31-03","2025-12-30 05:34:32-03",NULL
5524,"28562F612CC4","224.6649323000","0.0018698320","0.0486611460","-0.0299878880","225.1029968000","0.0022530080","0.0268052800","-0.0811919640","226.9147797000","0.0219998340","0.8934676650","-2.7462229730","2025-12-30 05:36:02-03","2025-12-30 05:36:03-03",NULL
5526,"28562F612CC4","225.0298615000","0.0019455740","0.0946248620","0.0581921940","225.1587677000","0.0019117230","0.0073771890","-0.1423918010","227.5512085000","0.0218035780","0.9346209170","-2.6961133480","2025-12-30 05:36:32-03","2025-12-30 05:36:33-03",NULL
5529,"28562F612CC4","225.7819672000","0.0013800000","0.0985473690","0.0608163030","226.4989929000","0.0019277050","-0.0725031270","-0.1150829340","228.1601868000","0.0218678040","0.8843454120","-2.7210047250","2025-12-30 05:37:03-03","2025-12-30 05:37:03-03","2025-12-30 05:38:02-03"
5532,"28562F612CC4","224.7252808000","0.0017326380","0.0868460760","-0.0227410270","225.3975830000","0.0021100560","0.0387994870","-0.1122406420","226.9734192000","0.0223399400","0.8992257710","-2.6800110340","2025-12-30 05:38:31-03","2025-12-30 05:38:32-03","2025-12-30 05:40:03-03"
5537,"28562F612CC4","226.1379852000","0.0016600520","0.0341124910","-0.0227155220","225.6590576000","0.0021918440","-0.0667812820","-0.0429987350","228.2563171000","0.0257269090","0.5343189240","-2.8137409690","2025-12-30 05:40:32-03","2025-12-30 05:40:33-03",NULL
5540,"28562F612CC4","225.2038422000","0.0017014170","0.0087828220","0.1014914140","225.6258698000","0.0022095910","0.0227358920","-0.0281294850","227.8140259000","0.0242631790","0.7351991530","-2.7289025780","2025-12-30 05:41:03-03","2025-12-30 05:41:04-03",NULL
5542,"28562F612CC4","224.8069916000","0.0015407670","0.0922331440","0.0377599190","225.4543762000","0.0021683840","0.0300430800","-0.1589395110","227.1780090000","0.0226911230","0.8793177600","-2.8111982350","2025-12-30 05:41:33-03","2025-12-30 05:41:34-03",NULL
5543,"28562F612CC4","225.2187805000","0.0014416610","0.0786494170","-0.0634423270","225.9744415000","0.0014861570","-0.0448081790","-0.0723180400","227.5055237000","0.0222658330","0.7668412330","-2.7660262580","2025-12-30 05:42:01-03","2025-12-30 05:42:02-03",NULL
5545,"28562F612CC4","224.1349792000","0.0012350110","0.0828371720","0.0235626980","225.0426636000","0.0017436310","-0.0387309190","-0.0152903010","226.6067505000","0.0220364630","0.8530368210","-2.6993181710","2025-12-30 05:42:31-03","2025-12-30 05:42:32-03",NULL
5547,"28562F612CC4","225.1963959000","0.0014880620","0.0759177950","-0.0075500890","225.7635651000","0.0021758010","-0.0216709060","-0.0892641920","227.5925903000","0.0217451550","0.8691535590","-2.7260608670","2025-12-30 05:43:01-03","2025-12-30 05:43:02-03","2025-12-30 05:43:33-03"
5550,"28562F612CC4","226.1659851000","0.0017283660","0.1002865510","0.0641299190","226.5359192000","0.0018276780","-0.0168445740","-0.1186414060","228.6546173000","0.0222121660","0.7561341520","-2.7255723480","2025-12-30 05:44:02-03","2025-12-30 05:44:03-03",NULL
5552,"28562F612CC4","225.0463715000","0.0014967590","0.1253851060","-0.0206987340","226.0723877000","0.0016796470","-0.0624069500","-0.0564379170","227.6145172000","0.0220451580","0.8554141520","-2.7360811230","2025-12-30 05:44:32-03","2025-12-30 05:44:33-03",NULL
5555,"28562F612CC4","224.3426666000","0.0017619930","0.0488416930","0.0627981050","225.2773590000","0.0016478910","0.0156050000","-0.1321106700","226.6485291000","0.0219277330","0.8889414070","-2.6434404850","2025-12-30 05:45:03-03","2025-12-30 05:45:04-03",NULL
5557,"28562F612CC4","225.4677582000","0.0017726930","0.0474901720","0.0627277050","225.8780975000","0.0019647860","0.0399260330","-0.1619925050","227.8065796000","0.0243007150","0.7369076010","-2.7572443490","2025-12-30 05:45:33-03","2025-12-30 05:45:34-03",NULL
5558,"28562F612CC4","224.4112854000","0.0014664730","0.0781484620","0.0221351390","225.1152496000","0.0018648410","0.0312737000","-0.1353330760","227.0107422000","0.0221665280","0.9974352720","-2.6527354720","2025-12-30 05:46:01-03","2025-12-30 05:46:02-03",NULL
5570,"28562F612CC4","225.1435699000","0.0015947000","0.0737361390","0.0227773020","226.0205994000","0.0015545120","-0.0448949230","0.0207236410","226.9076996000","0.0231047790","0.9220821860","-2.6327300070","2025-12-30 05:50:31-03","2025-12-30 05:50:32-03",NULL
5560,"28562F612CC4","225.0765076000","0.0016386430","0.0344706070","0.0660383030","225.2825165000","0.0022738520","0.0511829410","-0.0621483880","227.4517517000","0.0225364550","1.0441287760","-2.7009422780","2025-12-30 05:46:31-03","2025-12-30 05:46:32-03","2025-12-30 05:47:32-03"
5572,"28562F612CC4","224.9990997000","0.0018138600","0.0485726370","0.0768264530","226.0673523000","0.0016032200","0.0139826320","-0.0778181550","227.8656006000","0.0254574270","0.6993514300","-2.7376966480","2025-12-30 05:51:01-03","2025-12-30 05:51:02-03",NULL
5564,"28562F612CC4","224.4715118000","0.0017396100","0.0478722190","-0.0353225360","225.1732483000","0.0021677860","-0.0061874140","-0.1361722650","226.8579865000","0.0252883340","0.7880277630","-3.0251705650","2025-12-30 05:48:02-03","2025-12-30 05:48:03-03","2025-12-30 05:50:02-03"
5574,"28562F612CC4","225.3691254000","0.0015089700","0.0192101950","0.0342719000","225.5126953000","0.0020640050","-0.0192133100","-0.0489238870","227.5765533000","0.0267009870","0.6506646280","-2.6822075840","2025-12-30 05:51:31-03","2025-12-30 05:51:32-03","2025-12-30 05:52:03-03"
5577,"28562F612CC4","226.0269165000","0.0019770260","0.0085553420","0.0088028020","226.3833771000","0.0019079970","-0.0165652480","-0.1213426370","227.9033661000","0.0219785180","0.7942132950","-2.6953139310","2025-12-30 05:52:32-03","2025-12-30 05:52:33-03",NULL
5579,"28562F612CC4","225.3101807000","0.0017380210","0.0795421750","0.0288093970","226.2480011000","0.0020757670","0.0824222120","-0.1470876190","228.0595551000","0.0235405880","0.7991032000","-2.6844015120","2025-12-30 05:53:02-03","2025-12-30 05:53:03-03",NULL
5582,"28562F612CC4","226.2087708000","0.0014957520","0.0340031870","0.0349615400","226.6196899000","0.0019751830","0.0575530190","-0.0185958780","228.5420532000","0.0229030610","0.7948459980","-2.6670062540","2025-12-30 05:53:33-03","2025-12-30 05:53:34-03","2025-12-30 05:54:04-03"
5584,"28562F612CC4","226.2537537000","0.0014575430","0.0904280250","-0.0225031580","227.2304077000","0.0020436290","0.0983877780","-0.0301835050","228.3432159000","0.0220758100","0.7958428260","-2.7568516730","2025-12-30 05:54:31-03","2025-12-30 05:54:32-03","2025-12-30 05:55:02-03"
5587,"28562F612CC4","225.5607605000","0.0016735740","0.0737038700","0.0060168160","225.8185120000","0.0020912250","0.0254744400","-0.1669894160","227.7992401000","0.0218274430","0.9397332070","-2.6874918940","2025-12-30 05:55:31-03","2025-12-30 05:55:32-03",NULL
5589,"28562F612CC4","227.1925201000","0.0014944160","0.0614785960","-0.0330060420","227.4687500000","0.0020596450","0.0123955320","-0.0904076100","228.9485016000","0.0248643160","0.6833065150","-2.7056179050","2025-12-30 05:56:02-03","2025-12-30 05:56:03-03",NULL
5591,"28562F612CC4","225.3766937000","0.0019362250","0.0364906940","0.0190649290","226.2841644000","0.0017086790","-0.0303539450","-0.1198990350","228.1832733000","0.0217893420","0.9023885730","-2.7420561310","2025-12-30 05:56:32-03","2025-12-30 05:56:33-03","2025-12-30 05:57:03-03"
5595,"28562F612CC4","226.4552307000","0.0018567020","0.1021278350","0.0374688430","227.1133728000","0.0018424940","-0.0770230000","-0.1009429690","229.1201019000","0.0216342210","0.8397428990","-2.7073376180","2025-12-30 05:57:33-03","2025-12-30 05:57:33-03",NULL
5597,"28562F612CC4","225.8237457000","0.0015316080","0.0710134280","0.0409530510","226.2974548000","0.0020198230","0.0111495150","-0.1502071470","228.4251404000","0.0222815830","0.9347459670","-2.7449018960","2025-12-30 05:58:03-03","2025-12-30 05:58:04-03","2025-12-30 05:59:02-03"
5600,"28562F612CC4","224.1928711000","0.0017477380","-0.0056006320","-0.0061663950","225.1446075000","0.0017589680","0.0480233280","0.0235074110","226.4276886000","0.0217477810","0.8450459840","-2.5911040310","2025-12-30 05:59:31-03","2025-12-30 05:59:32-03",NULL
5602,"28562F612CC4","225.3677216000","0.0015993900","0.0122848510","0.0045931580","226.1887512000","0.0019815740","-0.0268613980","-0.1310719250","228.1198730000","0.0232348400","0.8434275980","-2.6839485170","2025-12-30 06:00:02-03","2025-12-30 06:00:02-03",NULL
5604,"28562F612CC4","222.9597473000","0.0018041020","0.0277926290","-0.0042961960","223.9499359000","0.0019799960","0.0546251460","-0.0231112130","225.7817688000","0.0217817890","0.9423502680","-2.5944411750","2025-12-30 06:00:32-03","2025-12-30 06:00:33-03",NULL
5606,"28562F612CC4","223.5629578000","0.0018670380","0.0902336460","0.0610817750","224.4449921000","0.0022268300","-0.0071180540","-0.0713998080","226.6035309000","0.0215162520","0.9631316660","-2.6305656430","2025-12-30 06:01:02-03","2025-12-30 06:01:03-03",NULL
5609,"28562F612CC4","221.1465912000","0.0017790500","0.0748259500","-0.0295038220","221.9423370000","0.0017241810","0.0519559980","-0.1282384540","224.0284882000","0.0214169680","0.9530528190","-2.6626334190","2025-12-30 06:01:32-03","2025-12-30 06:01:33-03",NULL
5611,"28562F612CC4","222.5616302000","0.0016042260","0.0941587390","-0.0209710750","223.3786316000","0.0017147440","0.0121770670","-0.1291900580","225.4337769000","0.0220380610","0.9410459400","-2.6713335510","2025-12-30 06:02:03-03","2025-12-30 06:02:04-03",NULL
5613,"28562F612CC4","223.2733765000","0.0014710980","0.0540952650","0.0054090970","223.9519958000","0.0017773420","-0.0501460690","-0.0759470460","225.9057922000","0.0251081100","0.7145555620","-2.6906573770","2025-12-30 06:02:33-03","2025-12-30 06:02:34-03","2025-12-30 06:03:02-03"
5615,"28562F612CC4","221.3197174000","0.0021145040","0.0813275280","0.0318905820","222.4242096000","0.0020070700","-0.0350861180","-0.0759666860","224.2893677000","0.0218025860","0.9928504230","-2.6865770820","2025-12-30 06:03:31-03","2025-12-30 06:03:32-03",NULL
5617,"28562F612CC4","222.5155487000","0.0019971230","0.0454973690","-0.0126072040","223.2148132000","0.0021417010","-0.0664443000","-0.0522151920","225.0661163000","0.0250651180","0.7390038370","-2.7913861270","2025-12-30 06:04:01-03","2025-12-30 06:04:02-03",NULL
5619,"28562F612CC4","221.3576660000","0.0016451960","0.0506780930","0.0192415300","222.1358032000","0.0018169570","-0.0038695420","-0.1252617690","224.0139160000","0.0225595520","0.8851937060","-2.6126508710","2025-12-30 06:04:32-03","2025-12-30 06:04:33-03","2025-12-30 06:06:03-03"
5625,"28562F612CC4","222.0039215000","0.0016161800","0.0095561390","0.0833081010","222.6223907000","0.0020337920","0.0186286610","-0.0819315760","224.8089752000","0.0228892640","1.1004687550","-2.6442811490","2025-12-30 06:06:33-03","2025-12-30 06:06:34-03",NULL
5626,"28562F612CC4","221.3130188000","0.0016034130","0.1302863960","-0.0337164890","222.0084076000","0.0020972840","-0.0622074530","-0.0569255090","224.1909027000","0.0264416080","1.1531226630","-2.5975172520","2025-12-30 06:07:01-03","2025-12-30 06:07:02-03","2025-12-30 06:08:02-03"
5651,"28562F612CC4","220.0940399000","0.0020218930","0.0605271570","0.0245948960","220.6224823000","0.0017688170","-0.0718834470","-0.0013307740","223.1952820000","0.0244121960","1.0116720200","-2.5524919030","2025-12-30 06:16:01-03","2025-12-30 06:16:02-03",NULL
5630,"28562F612CC4","223.7143707000","0.0016963670","0.0923489260","0.0691636350","223.6673584000","0.0018437370","-0.0363082660","-0.0713874550","226.5518951000","0.0241888910","1.0782550570","-2.6216487880","2025-12-30 06:08:32-03","2025-12-30 06:08:32-03","2025-12-30 06:09:33-03"
5635,"28562F612CC4","222.9363403000","0.0013477770","0.0875105930","0.0479709620","223.3728180000","0.0017484640","0.0426875320","-0.0046585640","225.8278198000","0.0238389800","1.0931918620","-2.5836277010","2025-12-30 06:10:03-03","2025-12-30 06:10:04-03","2025-12-30 06:11:02-03"
5638,"28562F612CC4","221.0585632000","0.0013661380","0.0847949680","0.0524700920","221.5629120000","0.0017309840","0.0632127080","-0.0500384350","223.7283020000","0.0239315390","1.0840730670","-2.4863121510","2025-12-30 06:11:31-03","2025-12-30 06:11:32-03",NULL
5653,"28562F612CC4","221.0466766000","0.0014984950","0.0195958350","0.1087163980","221.8650360000","0.0020099710","0.0940317060","-0.0990864630","224.1125183000","0.0265611190","1.1886508460","-2.5692467690","2025-12-30 06:16:32-03","2025-12-30 06:16:32-03",NULL
5640,"28562F612CC4","221.7592010000","0.0017443030","0.1231254560","0.0066332840","221.9620972000","0.0018502270","-0.0094659880","-0.1631299850","224.4392242000","0.0250718720","1.1242340800","-2.6051528450","2025-12-30 06:12:01-03","2025-12-30 06:12:02-03","2025-12-30 06:13:03-03"
5644,"28562F612CC4","221.2140503000","0.0018407570","0.0642541870","-0.0659405810","221.8184967000","0.0020421660","-0.0185136760","-0.0337531230","223.8215942000","0.0251914710","1.1796642540","-2.5321526530","2025-12-30 06:13:32-03","2025-12-30 06:13:33-03",NULL
5655,"28562F612CC4","222.0667877000","0.0015620470","0.0804539700","-0.0100129520","222.8197174000","0.0018064220","0.0329689420","-0.1697521660","224.8589325000","0.0241733900","0.9551144840","-2.7250814440","2025-12-30 06:17:02-03","2025-12-30 06:17:03-03",NULL
5647,"28562F612CC4","221.7374878000","0.0019020780","0.0552339070","-0.0143232960","221.9142151000","0.0020315950","-0.1080426350","-0.0415033250","224.2137451000","0.0255035120","1.1365927460","-2.5352964400","2025-12-30 06:14:03-03","2025-12-30 06:14:03-03","2025-12-30 06:15:32-03"
5657,"28562F612CC4","220.6456299000","0.0014341780","0.0609209610","0.0718642990","221.3341370000","0.0018139480","0.0032510510","-0.0503952430","223.4270172000","0.0243486740","1.1869904990","-2.6263175010","2025-12-30 06:17:32-03","2025-12-30 06:17:33-03",NULL
5660,"28562F612CC4","218.7843323000","0.0013369640","-0.0177084150","0.0727109690","219.8347626000","0.0021202600","0.0091223260","-0.0729561820","221.9232941000","0.0265823770","1.1861225370","-2.5130667690","2025-12-30 06:18:02-03","2025-12-30 06:18:03-03","2025-12-30 06:18:34-03"
5663,"28562F612CC4","217.2853699000","0.0016685320","0.0427725430","0.0734748020","217.1710815000","0.0018842770","0.0527822600","-0.1307257410","220.0614929000","0.0250306130","1.1234492060","-2.5694267750","2025-12-30 06:19:03-03","2025-12-30 06:19:04-03",NULL
5664,"28562F612CC4","218.3907166000","0.0017895030","0.0684978890","0.0077957100","219.2495117000","0.0020456640","0.0455843100","-0.1188760250","221.3358459000","0.0261574930","1.1104429960","-2.5876731870","2025-12-30 06:19:31-03","2025-12-30 06:19:32-03",NULL
5666,"28562F612CC4","218.8841705000","0.0017982600","0.0869485070","-0.0041210380","219.8729095000","0.0016780860","-0.0437906420","-0.0258406210","221.9868622000","0.0251173730","1.1738678220","-2.5869796280","2025-12-30 06:20:01-03","2025-12-30 06:20:02-03",NULL
5668,"28562F612CC4","219.5896454000","0.0017311740","0.1026104240","-0.0251503290","220.0757599000","0.0017945450","0.0178756860","-0.1253524420","222.4052887000","0.0261903110","1.1940840480","-2.5904347900","2025-12-30 06:20:31-03","2025-12-30 06:20:32-03",NULL
5670,"28562F612CC4","219.9839325000","0.0015484380","0.0801422220","0.0163341390","220.6961975000","0.0018596960","0.0262775230","-0.0629162560","222.9418488000","0.0267504920","1.1576406960","-2.4565234180","2025-12-30 06:21:02-03","2025-12-30 06:21:03-03",NULL
5672,"28562F612CC4","220.7018585000","0.0018144400","0.0726486740","0.0192854550","221.0887451000","0.0016692700","0.0510962490","-0.1210852040","223.5518646000","0.0255261530","1.1958299880","-2.5194437500","2025-12-30 06:21:32-03","2025-12-30 06:21:33-03",NULL
5675,"28562F612CC4","220.0867920000","0.0021850470","-0.0115339720","0.0514308290","220.9214478000","0.0019857550","0.0250705740","-0.1037288310","223.1071014000","0.0265205130","1.1634122130","-2.5718555450","2025-12-30 06:22:02-03","2025-12-30 06:22:03-03",NULL
5677,"28562F612CC4","219.4864960000","0.0016043490","0.1090922880","0.0536178420","220.2976837000","0.0019921720","-0.0026302140","-0.1363323930","222.7698517000","0.0254512860","1.2127650980","-2.5643894670","2025-12-30 06:22:33-03","2025-12-30 06:22:33-03","2025-12-30 06:23:04-03"
5679,"28562F612CC4","218.4592743000","0.0015891460","0.0825060530","-0.0149385810","219.1660614000","0.0018280820","0.0565662270","-0.0608452070","221.5286102000","0.0263907520","1.1818552020","-2.4237697120","2025-12-30 06:23:31-03","2025-12-30 06:23:31-03",NULL
5681,"28562F612CC4","219.3117828000","0.0015157460","0.0690287720","-0.0118400850","219.7976532000","0.0018870240","0.0363992970","-0.1510017220","222.1526489000","0.0271208810","1.1955895420","-2.5627484320","2025-12-30 06:24:01-03","2025-12-30 06:24:02-03",NULL
5683,"28562F612CC4","219.9982605000","0.0015014210","0.0161143500","0.0409400460","220.3261261000","0.0020318930","-0.0236121140","-0.0014797010","222.6736145000","0.0277868730","1.0011675360","-2.5805327890","2025-12-30 06:24:31-03","2025-12-30 06:24:32-03",NULL
5685,"28562F612CC4","219.2730408000","0.0014771490","0.0561569820","0.0584799090","220.1410828000","0.0018163670","0.0074430800","-0.1422506270","222.3217468000","0.0266048820","1.1745300290","-2.5024559500","2025-12-30 06:25:01-03","2025-12-30 06:25:02-03",NULL
5687,"28562F612CC4","220.5811310000","0.0017842880","-0.0466185440","0.0158962330","220.8723907000","0.0017327400","-0.0603031850","-0.0819165260","223.2893829000","0.0264362080","1.2083030940","-2.4858276840","2025-12-30 06:25:32-03","2025-12-30 06:25:33-03","2025-12-30 06:26:03-03"
5691,"28562F612CC4","218.7824249000","0.0018360020","0.0877643670","0.0631142410","219.8730469000","0.0016240740","-0.0142732660","-0.0929197670","221.9795227000","0.0267196220","1.2082080840","-2.5601592060","2025-12-30 06:26:32-03","2025-12-30 06:26:33-03","2025-12-30 06:27:03-03"
5694,"28562F612CC4","219.3221893000","0.0018920290","-0.0072578350","-0.0206209700","219.9893951000","0.0021363740","0.0021626250","-0.2174081500","222.5683441000","0.0265621000","1.2395923140","-2.5497107510","2025-12-30 06:27:33-03","2025-12-30 06:27:34-03","2025-12-30 06:28:02-03"
5696,"28562F612CC4","219.8527985000","0.0014113030","0.0281660460","0.0684652180","220.9081116000","0.0018323610","-0.0082940170","-0.0904256920","223.2209473000","0.0261275060","1.2446447610","-2.5367715360","2025-12-30 06:28:31-03","2025-12-30 06:28:32-03","2025-12-30 06:29:02-03"
5699,"28562F612CC4","219.5805664000","0.0021999510","0.0112069530","0.0355763920","220.2970734000","0.0019627100","0.0855145600","-0.0716696310","222.2406311000","0.0246898810","1.1356327530","-2.5808751580","2025-12-30 06:29:32-03","2025-12-30 06:29:32-03","2025-12-30 06:31:03-03"
5705,"28562F612CC4","218.5335236000","0.0016446030","0.0184080860","-0.0994087610","219.4649200000","0.0019441820","-0.0842754990","-0.1045075510","221.8093719000","0.0274791270","1.1215894220","-2.5770916940","2025-12-30 06:31:33-03","2025-12-30 06:31:34-03",NULL
5707,"28562F612CC4","219.7193604000","0.0016471900","0.0753582860","0.0019581290","220.7158356000","0.0020900990","-0.0603970510","-0.0037271100","222.5840759000","0.0250952080","1.1701704260","-2.6279277800","2025-12-30 06:32:03-03","2025-12-30 06:32:04-03","2025-12-30 06:32:32-03"
5709,"28562F612CC4","219.5370941000","0.0017108440","-0.0014832820","0.0028298120","220.0426636000","0.0018738300","-0.0257285780","-0.1020730060","222.2514648000","0.0254891550","1.1800490620","-2.5118262770","2025-12-30 06:33:01-03","2025-12-30 06:33:02-03",NULL
5711,"28562F612CC4","221.4009399000","0.0015524450","0.0311901790","-0.0675168930","221.9589233000","0.0019591290","-0.0037009890","-0.0471509620","224.5218353000","0.0254855920","1.1988207100","-2.5550470350","2025-12-30 06:33:31-03","2025-12-30 06:33:32-03",NULL
5713,"28562F612CC4","220.5072021000","0.0017352340","0.0461395720","-0.0569985250","221.3567352000","0.0018584000","-0.0130547650","-0.0949599370","223.4502563000","0.0252045970","1.1695957180","-2.5810928340","2025-12-30 06:34:02-03","2025-12-30 06:34:03-03","2025-12-30 06:34:33-03"
5717,"28562F612CC4","220.0484009000","0.0016094070","0.0482353120","-0.0529436880","220.7408905000","0.0018095880","-0.0277039300","-0.1497558500","222.8160553000","0.0250912420","1.1307085750","-2.6469011310","2025-12-30 06:35:02-03","2025-12-30 06:35:03-03",NULL
5719,"28562F612CC4","220.9090576000","0.0017435180","0.1366448550","0.0513045490","221.6091919000","0.0019490310","0.0093068040","-0.0477559080","223.5466156000","0.0246321090","1.2056996820","-2.5776574610","2025-12-30 06:35:32-03","2025-12-30 06:35:33-03",NULL
5721,"28562F612CC4","222.2156219000","0.0017430260","0.0320246780","0.0349379030","222.6886902000","0.0020015360","0.0469316360","-0.1287795310","224.7443848000","0.0234563540","1.0284893510","-2.7763988970","2025-12-30 06:36:03-03","2025-12-30 06:36:04-03",NULL
5722,"28562F612CC4","221.5152740000","0.0021256910","0.0910569280","-0.0097323150","222.1358032000","0.0021044660","-0.0528566090","-0.0952470150","224.0403442000","0.0244116710","1.1144249440","-2.7499966620","2025-12-30 06:36:31-03","2025-12-30 06:36:32-03",NULL
5724,"28562F612CC4","222.2884369000","0.0018461800","0.0273871760","0.0796223360","222.8012848000","0.0015724820","-0.0898997040","-0.0855110060","224.7602386000","0.0226295480","0.9516444210","-2.6135876180","2025-12-30 06:37:01-03","2025-12-30 06:37:02-03",NULL
5726,"28562F612CC4","221.0944061000","0.0015916700","0.0257975850","0.0202891170","221.7938080000","0.0018212320","0.0295078900","-0.0601857040","223.9164429000","0.0257626160","1.1846036910","-2.5082359310","2025-12-30 06:37:31-03","2025-12-30 06:37:32-03","2025-12-30 06:38:33-03"
5731,"28562F612CC4","220.6233521000","0.0015881080","-0.0111124180","-0.0171517060","221.4635468000","0.0016550350","0.0764150470","0.0168618110","223.3160706000","0.0263803100","1.2063121800","-2.5734438900","2025-12-30 06:39:02-03","2025-12-30 06:39:03-03","2025-12-30 06:40:04-03"
5734,"28562F612CC4","219.9901886000","0.0016901790","0.1046209710","0.0114843730","220.9144287000","0.0015704120","0.0039623260","-0.1064320130","222.7462463000","0.0271188130","1.2105363610","-2.5041670800","2025-12-30 06:40:31-03","2025-12-30 06:40:32-03",NULL
5736,"28562F612CC4","219.6643982000","0.0016794400","0.0189977550","0.0350753480","220.1630554000","0.0022406170","-0.0002611380","-0.0587513150","222.4834442000","0.0269431990","1.2252035140","-2.5744488240","2025-12-30 06:41:01-03","2025-12-30 06:41:02-03","2025-12-30 06:41:32-03"
5739,"28562F612CC4","220.2973938000","0.0018524140","0.0229262360","-0.0359579210","220.8670807000","0.0018978830","0.0042654750","-0.1041727660","223.0171661000","0.0268304110","1.1997301580","-2.5604002480","2025-12-30 06:42:01-03","2025-12-30 06:42:02-03","2025-12-30 06:42:33-03"
5747,"28562F612CC4","218.2456055000","0.0014513880","0.0713122410","0.0138766650","218.8844299000","0.0020519730","0.0192011410","-0.1241439580","220.9852295000","0.0260775090","1.2650699620","-2.5279703140","2025-12-30 06:45:01-03","2025-12-30 06:45:02-03",NULL
5743,"28562F612CC4","219.2685242000","0.0020222690","0.0805399640","0.0563883630","219.8307648000","0.0017893330","0.0669096340","-0.0739499330","222.1192169000","0.0269045660","1.2627553940","-2.5086638930","2025-12-30 06:43:02-03","2025-12-30 06:43:03-03","2025-12-30 06:44:34-03"
5749,"28562F612CC4","218.7723694000","0.0017284780","0.0714620430","-0.0486806260","219.3734741000","0.0020304340","-0.0349527260","-0.1134167020","221.6504059000","0.0255107490","1.1451466080","-2.5584895610","2025-12-30 06:45:31-03","2025-12-30 06:45:32-03",NULL
6989,"28562F612CC4","221.4899750000","12.2477893800","346.5762024000","2675.0346680000","221.7163086000","23.6953487400","1711.6851810000","4959.3393550000","224.0886536000","26.8028068500","5657.0795900000","1971.9190670000","2025-12-30 11:56:31-03","2025-12-30 11:56:32-03",NULL
5751,"28562F612CC4","220.1036987000","0.0017109970","0.0782083720","0.0253885610","220.4510651000","0.0018297350","-0.0021833710","-0.0878789720","222.6573334000","0.0263857080","1.1769458060","-2.6453897950","2025-12-30 06:46:01-03","2025-12-30 06:46:02-03","2025-12-30 06:47:03-03"
5756,"28562F612CC4","219.1293335000","0.0018189010","0.0663896430","-0.0547856910","219.5084534000","0.0021524840","-0.0241204050","-0.0430149850","221.9476776000","0.0273523460","1.1053493020","-2.6049368380","2025-12-30 06:47:32-03","2025-12-30 06:47:33-03",NULL
5758,"28562F612CC4","218.4646912000","0.0018102670","0.0386541490","-0.0745747910","219.0397949000","0.0017570690","-0.0575821620","-0.0823497770","221.2783661000","0.0268137590","1.1641000510","-2.6002841000","2025-12-30 06:48:03-03","2025-12-30 06:48:04-03",NULL
5760,"28562F612CC4","218.8808746000","0.0015215650","0.0350613040","-0.0416467230","219.5864716000","0.0019471570","0.0186663960","-0.0752825140","221.5083923000","0.0284270590","1.2590292690","-2.5595834260","2025-12-30 06:48:33-03","2025-12-30 06:48:34-03","2025-12-30 06:49:02-03"
5762,"28562F612CC4","218.4391022000","0.0016625670","0.0251131370","-0.0277656480","218.9427490000","0.0016357300","-0.0031945180","-0.1331215800","221.3375244000","0.0271842140","1.2189934250","-2.7406053540","2025-12-30 06:49:31-03","2025-12-30 06:49:32-03",NULL
5764,"28562F612CC4","218.0986938000","0.0016929270","0.0282339440","0.0382134910","218.5045166000","0.0019821800","-0.0028735770","-0.0938346530","220.6415863000","0.0272594670","1.1990207430","-2.5403676030","2025-12-30 06:50:01-03","2025-12-30 06:50:02-03",NULL
5766,"28562F612CC4","218.6320038000","0.0015904300","-0.0475510360","-0.0213010310","219.3041077000","0.0022472130","0.0006840310","-0.0762447190","221.6806946000","0.0296698660","1.2431329490","-2.5643754010","2025-12-30 06:50:32-03","2025-12-30 06:50:33-03",NULL
