"id","numero_serie","tension_r","corriente_r","potencia_a_r","potencia_r_r","tension_s","corriente_s","potencia_a_s","potencia_r_s","tension_t","corriente_t","potencia_a_t","potencia_r_t","temporal_placa","temporal_server","update"
7913,"28562F60A8D8","222.5421143000","15.6451358800","530.0903931000","3436.6809080000","223.1066284000","16.7214412700","612.7118530000","3673.8488770000","225.8129425000","16.1431789400","757.7378540000","3562.3635250000","2025-12-30 15:11:31-03","2025-12-30 16:24:40-03",NULL
7914,"28562F60A8D8","223.1924286000","15.6196250900","535.3826904000","3439.8566890000","223.7734680000","16.7504272500","609.0796509000","3691.6250000000","225.9097900000","16.1725559200","766.1566772000","3568.6677250000","2025-12-30 15:12:04-03","2025-12-30 16:24:41-03",NULL
7915,"28562F60A8D8","223.1385193000","15.6554880100","536.2710571000","3446.4157710000","223.6598816000","16.7171611800","611.5925293000","3680.9055180000","226.2384644000","16.1903133400","757.4836426000","3579.4169920000","2025-12-30 15:12:32-03","2025-12-30 16:24:41-03",NULL
7916,"28562F60A8D8","223.0976257000","15.7108535800","540.9225464000","3458.5700680000","223.8093567000","16.7952003500","614.0150757000","3702.0454100000","226.1998901000","16.2495555900","761.8351440000","3592.6108400000","2025-12-30 15:13:02-03","2025-12-30 16:24:44-03",NULL
7917,"28562F60A8D8","222.5562897000","15.6061697000","539.4629517000","3426.5759280000","222.8550415000","16.5787868500","609.6359863000","3637.7897950000","225.3378448000","16.0568618800","741.9343872000","3538.3312990000","2025-12-30 15:13:50-03","2025-12-30 16:24:47-03",NULL
7918,"28562F60A8D8","223.4352417000","15.7590007800","531.0111694000","3476.0424800000","224.2009583000","16.8574733700","618.8128052000","3721.8747560000","226.4494324000","16.2350463900","765.3933105000","3592.5979000000","2025-12-30 15:14:03-03","2025-12-30 16:24:47-03",NULL
7919,"28562F60A8D8","222.3296509000","15.5257425300","537.9299927000","3405.1525880000","223.1139526000","16.5844364200","572.3317261000","3644.2141110000","225.6858368000","16.1122074100","759.2519531000","3552.9003910000","2025-12-30 15:14:38-03","2025-12-30 16:24:47-03",NULL
7920,"28562F60A8D8","222.3520050000","15.5023469900","527.6454468000","3402.0627440000","222.7283173000","16.5698947900","588.0653687000","3637.2731930000","225.8464355000","16.0675277700","753.9376831000","3546.5805660000","2025-12-30 15:15:01-03","2025-12-30 16:24:47-03",NULL
7921,"28562F60A8D8","223.0596771000","15.7600345600","548.9000854000","3467.8681640000","223.9629364000","16.8275280000","606.1945801000","3713.3437500000","226.5122681000","16.3272914900","764.5263062000","3615.4096680000","2025-12-30 15:15:32-03","2025-12-30 16:24:50-03",NULL
7922,"28562F60A8D8","222.5981445000","15.6441793400","531.1752319000","3437.3952640000","223.4330139000","16.6999225600","613.6369019000","3674.2258300000","226.2130127000","16.1060905500","756.2489014000","3560.9208980000","2025-12-30 15:16:09-03","2025-12-30 16:24:50-03",NULL
7923,"28562F60A8D8","222.0494080000","15.4580240200","541.7299805000","3385.3239750000","222.7568054000","16.4673957800","591.5345459000","3614.1701660000","225.8562012000","16.0363273600","747.6268921000","3540.7961430000","2025-12-30 15:16:32-03","2025-12-30 16:24:51-03",NULL
7924,"28562F60A8D8","224.2686310000","15.7964391700","538.8371582000","3496.2583010000","224.6999664000","17.0898857100","597.3197632000","3786.0129390000","227.3233032000","16.5401592300","803.1188354000","3669.3208010000","2025-12-30 15:17:05-03","2025-12-30 16:24:52-03",NULL
7925,"28562F60A8D8","224.0504150000","15.7849407200","543.1599731000","3489.7490230000","224.4716187000","17.0268592800","598.5330811000","3767.6828610000","227.1349335000","16.4860343900","794.1510620000","3655.3662110000","2025-12-30 15:17:33-03","2025-12-30 16:24:54-03",NULL
7926,"28562F60A8D8","224.9521332000","15.8815622300","529.0218506000","3528.2416990000","225.1262054000","17.2213687900","609.8831177000","3821.4382320000","228.0600586000","16.5926818800","812.5065918000","3691.4348140000","2025-12-30 15:18:01-03","2025-12-30 16:24:54-03",NULL
7927,"28562F60A8D8","224.2275238000","15.9458456000","542.4865112000","3528.7763670000","224.6826172000","17.0759429900","613.8895874000","3779.6950680000","227.2127380000","16.5337925000","773.5349121000","3672.0639650000","2025-12-30 15:18:39-03","2025-12-30 16:24:54-03",NULL
7928,"28562F60A8D8","224.3593140000","15.8841714900","543.4533081000","3516.1262210000","224.7097626000","17.0890369400","620.9946289000","3781.0446780000","227.4507294000","16.5172214500","793.6500854000","3666.9775390000","2025-12-30 15:19:01-03","2025-12-30 16:25:02-03","2025-12-30 16:25:36-03"
7937,"28562F60A8D8","224.9634552000","15.9454002400","541.2606812000","3539.9094240000","225.2213287000","17.1434593200","627.0650024000","3801.1477050000","227.9002686000","16.5325050400","792.2968750000","3678.3269040000","2025-12-30 15:19:32-03","2025-12-30 16:28:51-03","2025-12-30 16:29:44-03"
7940,"28562F60A8D8","224.0498810000","15.8484010700","537.9797974000","3503.5810550000","224.6211243000","16.9666404700","612.7319336000","3752.8203130000","226.8737030000","16.3872718800","766.1105347000","3633.1582030000","2025-12-30 15:20:27-03","2025-12-30 16:29:44-03",NULL
7941,"28562F60A8D8","224.5628357000","15.9285183000","538.5492554000","3529.4091800000","224.7592316000","17.1200771300","616.2156982000","3788.7290040000","227.1495819000","16.5023918200","786.0597534000","3659.2287600000","2025-12-30 15:20:33-03","2025-12-30 16:29:44-03",NULL
7942,"28562F60A8D8","224.8565674000","16.0307750700","541.1301270000","3556.8269040000","225.5070801000","17.0935115800","637.0507202000","3792.2714840000","227.8448639000","16.4860801700","770.6697998000","3670.4858400000","2025-12-30 15:21:10-03","2025-12-30 16:29:47-03",NULL
7943,"28562F60A8D8","224.6772919000","15.9018745400","547.9929199000","3524.1579590000","224.9415283000","16.9998798400","616.9172363000","3764.9741210000","227.3381348000","16.4601650200","776.6534424000","3654.9125980000","2025-12-30 15:21:31-03","2025-12-30 16:29:49-03",NULL
7945,"28562F60A8D8","224.7684479000","15.9803066300","542.3854980000","3544.7099610000","225.1429138000","17.1061382300","636.9528809000","3790.1215820000","227.7814026000","16.4787387800","782.0731812000","3666.3620610000","2025-12-30 15:22:01-03","2025-12-30 16:30:11-03","2025-12-30 16:30:52-03"
7947,"28562F60A8D8","225.0278168000","16.0861225100","524.0553589000","3575.5476070000","225.5009613000","17.2864570600","646.6636963000","3835.5942380000","228.1495667000","16.5340061200","791.7430420000","3683.1762700000","2025-12-30 15:22:31-03","2025-12-30 16:30:55-03",NULL
7950,"28562F60A8D8","225.1696777000","16.1881790200","529.4541016000","3600.5405270000","226.0455780000","17.3667907700","652.1859131000","3862.8989260000","228.2351379000","16.6059207900","785.9713135000","3702.7902830000","2025-12-30 15:23:02-03","2025-12-30 16:31:37-03",NULL
7951,"28562F60A8D8","224.8318176000","15.8839893300","529.7048950000","3525.8278810000","225.0064240000","17.0813198100","632.2708740000","3782.9038090000","227.5005646000","16.3834419300","793.2832642000","3636.9477540000","2025-12-30 15:23:32-03","2025-12-30 16:31:40-03",NULL
7952,"28562F60A8D8","224.2370453000","17.4697856900","1623.0131840000","3556.3666990000","224.6170197000","18.8990097000","1851.2375490000","3811.4426270000","227.3297729000","18.0047798200","1966.8148190000","3572.8454590000","2025-12-30 15:24:02-03","2025-12-30 16:31:44-03",NULL
7953,"28562F60A8D8","223.9285431000","18.2635021200","2127.5773930000","3489.1420900000","224.2329712000","19.2670173600","2238.1047360000","3689.1574710000","227.1002350000","18.9431610100","2380.4187010000","3579.5354000000","2025-12-30 15:24:33-03","2025-12-30 16:31:46-03",NULL
7954,"28562F60A8D8","224.5234680000","15.8297004700","544.4946899000","3506.2687990000","225.2806396000","17.0070114100","614.8886719000","3773.4323730000","227.3066711000","16.4200534800","785.6055908000","3644.0104980000","2025-12-30 15:25:01-03","2025-12-30 16:31:52-03","2025-12-30 16:32:47-03"
7957,"28562F60A8D8","224.2222443000","15.9525785400","526.5545044000","3532.2702640000","225.2606812000","17.1472892800","632.4808960000","3802.3007810000","227.7219696000","16.4573726700","783.6791382000","3660.0876460000","2025-12-30 15:25:31-03","2025-12-30 16:32:47-03",NULL
7972,"28562F60A8D8","224.4823914000","15.9616966200","543.4426880000","3536.2009280000","225.5254211000","17.0785350800","629.1615601000","3792.1584470000","227.2932587000","16.4284668000","781.1560059000","3647.0532230000","2025-12-30 15:26:01-03","2025-12-30 16:39:58-03",NULL
7974,"28562F60A8D8","224.7857056000","15.8908157300","521.4416504000","3528.1579590000","225.4554596000","17.1169910400","616.3092651000","3801.7790530000","227.7849579000","16.4145488700","792.6245117000","3649.5534670000","2025-12-30 15:26:32-03","2025-12-30 16:40:01-03",NULL
7975,"28562F60A8D8","224.9305573000","15.9542694100","515.8848877000","3545.6708980000","225.7388153000","17.2650413500","633.1964111000","3837.7021480000","228.4043427000","16.4965400700","809.5313110000","3675.2058110000","2025-12-30 15:27:02-03","2025-12-30 16:40:07-03","2025-12-30 16:40:44-03"
7977,"28562F60A8D8","224.6988068000","15.9323806800","512.9801636000","3536.5776370000","225.2726440000","17.2893848400","619.5316772000","3836.1162110000","227.6964417000","16.5175666800","812.2570190000","3666.5280760000","2025-12-30 15:27:32-03","2025-12-30 16:40:48-03",NULL
7978,"28562F60A8D8","225.7914124000","16.1092338600","501.4490967000","3596.7219240000","226.2080688000","17.5362243700","630.4848022000","3908.1135250000","228.8657227000","16.6640415200","823.9170532000","3718.8649900000","2025-12-30 15:28:03-03","2025-12-30 16:40:49-03",NULL
7979,"28562F60A8D8","225.7357483000","16.0561256400","507.6058044000","3583.3022460000","226.1284943000","17.3810291300","637.4819946000","3870.8618160000","228.8118591000","16.5372676800","810.8466187000","3691.8630370000","2025-12-30 15:28:33-03","2025-12-30 16:40:52-03",NULL
7980,"28562F60A8D8","225.5951385000","16.0158233600","536.6342163000","3567.8964840000","226.1739502000","17.2826576200","618.6343384000","3852.3981930000","228.2108917000","16.6166477200","796.8289795000","3703.3852540000","2025-12-30 15:29:01-03","2025-12-30 16:40:54-03",NULL
7981,"28562F60A8D8","225.3834991000","16.0833644900","549.5700073000","3577.2712400000","226.1148529000","17.2370338400","617.0750732000","3840.0319820000","228.2051544000","16.6761341100","779.6137695000","3719.9936520000","2025-12-30 15:29:31-03","2025-12-30 16:40:55-03",NULL
7982,"28562F60A8D8","225.7418518000","16.1209526100","556.1572876000","3590.9704590000","226.1514282000","17.2620487200","622.1749878000","3846.3461910000","228.2561951000","16.6942710900","789.1531372000","3723.7485350000","2025-12-30 15:30:02-03","2025-12-30 16:40:57-03",NULL
7983,"28562F60A8D8","225.9338989000","16.0150146500","540.2857056000","3571.6762700000","225.9811401000","17.2759418500","613.9462891000","3847.2087400000","228.8437653000","16.6867408800","808.9353027000","3727.3701170000","2025-12-30 15:30:32-03","2025-12-30 16:40:57-03",NULL
7984,"28562F60A8D8","226.1520081000","16.1448383300","555.6806641000","3603.1618650000","226.1564331000","17.3148231500","620.2402344000","3858.5371090000","228.6059723000","16.7554092400","802.0922241000","3741.0505370000","2025-12-30 15:31:15-03","2025-12-30 16:40:59-03",NULL
7985,"28562F60A8D8","225.5264587000","16.1099433900","540.7811890000","3586.9311520000","225.8954163000","17.3068943000","630.9888916000","3850.1931150000","228.9029999000","16.6923580200","800.3406372000","3731.4699710000","2025-12-30 15:31:33-03","2025-12-30 16:41:01-03",NULL
7987,"28562F60A8D8","225.1723328000","16.0176010100","563.2222900000","3557.0031740000","226.0181580000","17.0537796000","620.7292480000","3796.1606450000","228.3246002000","16.5912246700","769.9047241000","3704.7233890000","2025-12-30 15:32:08-03","2025-12-30 16:41:04-03",NULL
7988,"28562F60A8D8","225.7320251000","16.1420803100","532.9361572000","3598.0087890000","226.5909576000","17.3590488400","639.8955688000","3872.1230470000","229.0904694000","16.6900444000","799.9437866000","3733.8056640000","2025-12-30 15:32:31-03","2025-12-30 16:41:07-03",NULL
7989,"28562F60A8D8","224.8597412000","16.0530395500","552.7420044000","3561.7895510000","225.6583862000","17.0477008800","638.2797852000","3785.9750980000","228.1905518000","16.5163688700","766.0716553000","3685.8959960000","2025-12-30 15:33:01-03","2025-12-30 16:41:07-03",NULL
7990,"28562F60A8D8","225.0577545000","15.9524784100","542.8135376000","3543.1098630000","225.2360840000","17.0671310400","617.3070068000","3785.9082030000","228.1150818000","16.5186786700","787.8104248000","3680.0869140000","2025-12-30 15:33:49-03","2025-12-30 16:41:11-03",NULL
7991,"28562F60A8D8","224.6436768000","15.9297580700","563.7816162000","3528.3937990000","225.0878754000","16.9562988300","611.0678711000","3760.0000000000","227.1798248000","16.4986343400","773.8988647000","3663.3137210000","2025-12-30 15:34:02-03","2025-12-30 16:41:16-03",NULL
7992,"28562F60A8D8","224.9412231000","16.0816631300","652.5278320000","3547.7692870000","225.7004700000","16.9842205000","723.5874023000","3752.3388670000","227.6550751000","16.5005302400","844.8668823000","3653.3049320000","2025-12-30 15:34:32-03","2025-12-30 16:41:16-03",NULL
9802,"28562F60A8D8","227.2507782000","16.5552158400","555.4694214000","3712.6462400000","228.2462616000","17.5918331100","650.5892334000","3951.1071780000","229.7102203000","17.0061912500","785.8743896000","3819.7910160000","2025-12-30 22:14:32-03","2025-12-31 05:01:33-03",NULL
7993,"28562F60A8D8","224.4588776000","16.0621204400","627.4697266000","3541.1669920000","225.3411713000","16.9969997400","707.9678345000","3753.4567870000","227.8510132000","16.5070552800","831.5862427000","3662.4169920000","2025-12-30 15:35:02-03","2025-12-30 16:41:22-03","2025-12-30 16:54:21-03"
8020,"28562F60A8D8","224.6657867000","16.0450820900","564.4722290000","3554.7810060000","225.2851563000","16.9593868300","624.8960571000","3761.2653810000","227.2891235000","16.4873428300","753.5869141000","3666.5126950000","2025-12-30 15:35:33-03","2025-12-30 16:54:23-03",NULL
8021,"28562F60A8D8","223.3757172000","15.7221851300","551.7686768000","3463.2614750000","224.1220703000","16.6395568800","609.5761719000","3671.8481450000","226.5479889000","16.1886692000","736.0839233000","3589.1804200000","2025-12-30 15:36:08-03","2025-12-30 16:54:25-03",NULL
8022,"28562F60A8D8","222.8618317000","15.5750427200","531.9823608000","3425.4323730000","223.2479706000","16.5972499800","596.6962891000","3650.4956050000","226.5005646000","16.1250610400","746.6046753000","3571.8276370000","2025-12-30 15:36:31-03","2025-12-30 16:54:26-03",NULL
9803,"28562F60A8D8","227.7552948000","16.6145629900","547.6442261000","3735.7060550000","228.4087372000","17.8271617900","640.8331299000","4009.7902830000","230.2490387000","17.2103481300","819.3016357000","3869.9677730000","2025-12-30 22:15:02-03","2025-12-31 05:01:33-03",NULL
8027,"28562F60A8D8","223.4857025000","15.7350769000","534.6271362000","3470.7297360000","223.7711639000","16.8208084100","615.0997314000","3706.5239260000","226.9983368000","16.2660999300","767.8371582000","3607.8054200000","2025-12-30 15:37:09-03","2025-12-30 16:56:05-03","2025-12-30 17:03:52-03"
8045,"28562F60A8D8","222.5708160000","17.5477447500","1844.1051030000","3439.5778810000","223.1292572000","18.2841587100","1916.4798580000","3595.9162600000","225.4927521000","18.0451793700","2011.6130370000","3534.1921390000","2025-12-30 15:37:32-03","2025-12-30 17:04:39-03",NULL
8046,"28562F60A8D8","223.9022217000","15.7791147200","528.1708374000","3488.1711430000","223.8262787000","16.8804512000","616.9707642000","3720.6862790000","227.0950775000","16.2795257600","767.4169922000","3613.0571290000","2025-12-30 15:38:02-03","2025-12-30 17:04:42-03",NULL
8047,"28562F60A8D8","223.0779724000","15.7716293300","590.9312744000","3463.5500490000","223.4964142000","16.8191795300","649.4001465000","3695.9941410000","225.7621155000","16.3073291800","803.6723022000","3589.4799800000","2025-12-30 15:38:45-03","2025-12-30 17:04:43-03",NULL
8048,"28562F60A8D8","224.3834076000","15.8684177400","546.6962280000","3512.6179200000","224.2821655000","16.9626503000","624.1552734000","3744.9743650000","227.0854187000","16.3922615100","785.7476196000","3633.5627440000","2025-12-30 15:39:03-03","2025-12-30 17:04:45-03",NULL
8052,"28562F60A8D8","223.3985596000","15.7662735000","557.1349487000","3472.1394040000","223.5082397000","16.7741241500","635.5991821000","3687.0097660000","226.7581940000","16.2521801000","779.4053955000","3597.5739750000","2025-12-30 15:39:31-03","2025-12-30 17:06:30-03",NULL
8053,"28562F60A8D8","223.8776398000","21.8031444500","3311.7575680000","3582.9064940000","224.2069244000","22.7036228200","3426.0917970000","3759.2500000000","226.3210297000","22.4719352700","3548.8989260000","3639.4072270000","2025-12-30 15:40:01-03","2025-12-30 17:06:32-03",NULL
8055,"28562F60A8D8","225.3295288000","16.1186504400","571.6832886000","3581.2038570000","226.0816803000","17.1223774000","624.0108032000","3812.6533200000","228.2237091000","16.6478939100","774.6500244000","3715.5537110000","2025-12-30 15:40:31-03","2025-12-30 17:06:40-03","2025-12-30 17:08:52-03"
8060,"28562F60A8D8","225.4125061000","16.2029018400","543.4209595000","3605.5292970000","225.8946838000","17.2981033300","630.6190796000","3847.5578610000","228.9314728000","16.7175903300","785.1069336000","3740.3144530000","2025-12-30 15:41:17-03","2025-12-30 17:08:55-03",NULL
8061,"28562F60A8D8","225.5374146000","16.1364460000","547.3167725000","3591.6921390000","225.9101715000","17.2286434200","633.1055298000","3831.3271480000","228.9790192000","16.6541500100","790.1546631000","3724.9802250000","2025-12-30 15:41:32-03","2025-12-30 17:08:57-03",NULL
8062,"28562F60A8D8","225.7661896000","16.1859607700","540.3233643000","3607.3146970000","226.4873505000","17.3832778900","638.4802856000","3875.7690430000","229.3013000000","16.7364921600","803.4898071000","3746.7294920000","2025-12-30 15:42:20-03","2025-12-30 17:08:57-03",NULL
8063,"28562F60A8D8","224.8830109000","16.0899906200","556.6970215000","3569.8864750000","225.8545532000","17.1037120800","637.5664673000","3802.3537600000","228.4565277000","16.5775852200","774.9844360000","3702.8947750000","2025-12-30 15:42:33-03","2025-12-30 17:08:57-03",NULL
8064,"28562F60A8D8","224.9149628000","15.8959054900","559.8205566000","3525.6491700000","224.9276123000","16.9312629700","616.0523071000","3750.4121090000","228.0958557000","16.4886665300","781.8971558000","3674.6181640000","2025-12-30 15:43:06-03","2025-12-30 17:08:59-03",NULL
8066,"28562F60A8D8","224.3101959000","15.9132251700","555.0494385000","3520.4575200000","225.2628479000","16.9309539800","614.5474854000","3756.5632320000","227.4032440000","16.4501647900","761.4605103000","3658.6276860000","2025-12-30 15:43:31-03","2025-12-30 17:09:04-03",NULL
8067,"28562F60A8D8","224.5138092000","15.8265523900","549.6517334000","3505.3435060000","224.5280914000","16.9295024900","606.1760254000","3745.3906250000","227.6461334000","16.4529247300","784.3500366000","3658.5715330000","2025-12-30 15:44:01-03","2025-12-30 17:09:26-03","2025-12-30 17:10:50-03"
8071,"28562F60A8D8","225.8154449000","16.0898952500","552.8128662000","3583.9260250000","226.0248566000","17.2201404600","625.9595337000","3832.3396000000","229.2785950000","16.6986999500","794.5570068000","3739.7641600000","2025-12-30 15:45:05-03","2025-12-30 17:10:50-03",NULL
8072,"28562F60A8D8","225.3070984000","16.1016616800","565.8713379000","3577.4445800000","225.4611969000","17.1199073800","588.5016479000","3786.1076660000","228.8657990000","16.6993808700","777.2614136000","3737.4750980000","2025-12-30 15:45:33-03","2025-12-30 17:10:50-03",NULL
8073,"28562F60A8D8","226.0904694000","16.2029304500","568.4309082000","3612.3925780000","226.1981201000","17.3165874500","617.4675903000","3859.2268070000","228.6463928000","16.8419094100","796.8829346000","3762.2263180000","2025-12-30 15:46:03-03","2025-12-30 17:10:54-03",NULL
8074,"28562F60A8D8","225.9325867000","16.2217598000","583.3065186000","3611.4870610000","226.5243988000","17.1946754500","623.2821655000","3835.2280270000","228.9181213000","16.8234767900","771.6755371000","3767.2187500000","2025-12-30 15:46:36-03","2025-12-30 17:10:55-03",NULL
8075,"28562F60A8D8","225.8457794000","16.0132141100","568.0172729000","3565.3774410000","225.4424744000","17.0800476100","591.0356445000","3796.5905760000","228.5281219000","16.7340946200","783.5236816000","3738.1950680000","2025-12-30 15:47:01-03","2025-12-30 17:10:55-03",NULL
8080,"28562F60A8D8","224.8450165000","16.0286369300","591.7049561000","3549.0786130000","225.4965363000","16.9607086200","621.5032959000","3765.6657710000","227.9035950000","16.6315498400","768.2769165000","3707.2746580000","2025-12-30 15:47:36-03","2025-12-30 17:12:52-03",NULL
8088,"28562F60A8D8","224.6474457000","15.8784904500","563.7034302000","3516.4135740000","224.5043488000","16.9761886600","612.5195313000","3753.6970210000","227.9160919000","16.5515632600","794.6079712000","3683.1638180000","2025-12-30 15:48:02-03","2025-12-30 17:16:11-03",NULL
8089,"28562F60A8D8","224.1687622000","15.8940076800","567.3047485000","3511.6757810000","225.1928101000","16.9503192900","629.4253540000","3756.9375000000","227.6269684000","16.4709796900","777.9803467000","3663.3469240000","2025-12-30 15:48:32-03","2025-12-30 17:16:17-03",NULL
8090,"28562F60A8D8","223.6756592000","15.5889139200","568.4815063000","3434.5634770000","223.6679077000","16.6248168900","586.7483521000","3664.4912110000","226.4560394000","16.2615394600","769.8839722000","3597.2355960000","2025-12-30 15:49:02-03","2025-12-30 17:16:18-03",NULL
8091,"28562F60A8D8","224.1745148000","15.8384962100","564.2306519000","3499.6076660000","225.2302246000","16.9762897500","614.5151367000","3765.8664550000","227.5796204000","16.4939727800","785.7292480000","3666.0275880000","2025-12-30 15:49:33-03","2025-12-30 17:16:19-03",NULL
8092,"28562F60A8D8","225.2782898000","15.9356412900","555.1248169000","3540.1237790000","225.2127075000","17.1669750200","610.9208374000","3808.2602540000","228.1887054000","16.6513538400","813.4010010000","3705.9775390000","2025-12-30 15:50:08-03","2025-12-30 17:16:19-03",NULL
8093,"28562F60A8D8","225.1562805000","15.9370460500","553.4102783000","3538.9472660000","225.2792053000","17.1155204800","616.7221069000","3797.4587400000","228.4893646000","16.6206283600","803.4157715000","3706.6499020000","2025-12-30 15:50:31-03","2025-12-30 17:16:29-03","2025-12-30 17:18:12-03"
8098,"28562F60A8D8","225.7310944000","16.0430698400","545.4760132000","3573.4460450000","225.8091888000","17.2683925600","635.5305786000","3838.3930660000","228.9319000000","16.6426277200","815.0768433000","3716.6633300000","2025-12-30 15:51:01-03","2025-12-30 17:18:13-03",NULL
8099,"28562F60A8D8","224.9307251000","15.9690380100","581.7919312000","3538.9199220000","225.6717377000","17.0183162700","626.8474121000","3781.2922360000","227.8290253000","16.5742569000","788.1110229000","3688.7841800000","2025-12-30 15:51:55-03","2025-12-30 17:18:15-03",NULL
8100,"28562F60A8D8","225.1477814000","15.8819942500","553.4173584000","3527.4316410000","225.1067047000","16.9976215400","614.4633789000","3769.7282710000","227.7232666000","16.4548778500","789.6934204000","3659.4367680000","2025-12-30 15:52:02-03","2025-12-30 17:18:16-03",NULL
8101,"28562F60A8D8","224.5059814000","16.0061149600","542.5466919000","3546.7885740000","225.7136536000","17.1577186600","647.2593994000","3811.0749510000","227.9808502000","16.4552040100","788.0902710000","3663.9523930000","2025-12-30 15:52:35-03","2025-12-30 17:18:16-03",NULL
8103,"28562F60A8D8","225.0321198000","16.0864563000","536.7178955000","3574.7673340000","225.6196747000","17.2635555300","649.3938599000","3833.9228520000","228.4522705000","16.5536918600","801.2658081000","3692.4370120000","2025-12-30 15:53:03-03","2025-12-30 17:19:00-03","2025-12-30 17:19:34-03"
8106,"28562F60A8D8","224.6432495000","16.0036716500","549.7633057000","3547.7282710000","225.3452759000","17.0621051800","640.7639771000","3784.2412110000","228.1275940000","16.4710884100","779.6745605000","3672.2001950000","2025-12-30 15:53:36-03","2025-12-30 17:19:36-03",NULL
8107,"28562F60A8D8","226.0980225000","16.1652717600","560.2528687000","3605.3386230000","226.6964417000","17.3788986200","638.8330688000","3879.2609860000","228.6488037000","16.7410049400","815.2680664000","3735.3237300000","2025-12-30 15:54:01-03","2025-12-30 17:19:37-03",NULL
8108,"28562F60A8D8","223.4848022000","15.8314800300","531.3882446000","3493.8574220000","223.9938812000","16.9057560000","640.1221313000","3726.9018550000","227.1090851000","16.2167129500","777.9238281000","3597.2917480000","2025-12-30 15:54:42-03","2025-12-30 17:19:39-03",NULL
8109,"28562F60A8D8","222.4005127000","15.6881818800","542.6438599000","3442.4123540000","223.4687195000","16.6579456300","629.3217773000","3663.2507320000","225.9987640000","16.0528278400","748.8881836000","3547.2353520000","2025-12-30 15:55:02-03","2025-12-30 17:19:40-03",NULL
8110,"28562F60A8D8","221.1326752000","15.3690052000","529.3831177000","3353.2294920000","221.3495483000","16.2807788800","611.6083984000","3546.1494140000","224.5145874000","15.7433319100","736.4720459000","3454.7343750000","2025-12-30 15:55:32-03","2025-12-30 17:19:41-03",NULL
8111,"28562F60A8D8","221.5128937000","15.3639106800","535.1206665000","3357.1130370000","221.8004150000","16.2646217300","613.5111084000","3549.7355960000","224.1396027000","15.6758527800","733.7272949000","3433.8654790000","2025-12-30 15:56:23-03","2025-12-30 17:19:41-03",NULL
8112,"28562F60A8D8","221.9081573000","15.4430847200","540.3283081000","3380.0134280000","222.4087677000","16.4052028700","614.2742310000","3590.9184570000","224.6117859000","15.8247909500","747.3637695000","3472.1828610000","2025-12-30 15:56:33-03","2025-12-30 17:19:47-03","2025-12-30 17:22:40-03"
8119,"28562F60A8D8","222.3811951000","15.6785135300","530.9603271000","3441.2329100000","222.8144226000","16.5771160100","648.6869507000","3630.1093750000","225.6664429000","15.9053783400","749.4554443000","3507.4826660000","2025-12-30 15:57:23-03","2025-12-30 17:22:46-03",NULL
8120,"28562F60A8D8","222.8623505000","15.5937700300","546.9488525000","3427.0695800000","222.7349243000","16.5288181300","623.9610596000","3621.4160160000","225.5569305000","15.9849453000","755.8123169000","3521.9165040000","2025-12-30 15:57:31-03","2025-12-30 17:22:46-03",NULL
8121,"28562F60A8D8","222.7007751000","15.6276855500","548.4472046000","3432.7658690000","223.3577576000","16.4610576600","638.5210571000","3615.7121580000","226.0019379000","15.9338827100","734.9017944000","3523.1308590000","2025-12-30 15:58:21-03","2025-12-30 17:22:48-03",NULL
8122,"28562F60A8D8","223.9627380000","15.9203424500","555.9606934000","3516.9240720000","224.6125031000","16.8480510700","649.3479004000","3721.3813480000","226.3555145000","16.2415695200","758.3935547000","3594.3210450000","2025-12-30 15:58:32-03","2025-12-30 17:22:50-03",NULL
8123,"28562F60A8D8","222.8626099000","15.8045759200","539.4755859000","3476.5937500000","223.5200348000","16.6294021600","655.6791382000","3653.3642580000","225.9810181000","15.9961948400","733.3242798000","3537.3205570000","2025-12-30 15:59:22-03","2025-12-30 17:22:51-03",NULL
8132,"28562F60A8D8","223.7704773000","15.8084535600","549.7339478000","3490.1933590000","223.8062286000","16.6694889100","638.6382446000","3669.8225100000","225.9708862000","16.0940952300","745.5853271000","3556.7597660000","2025-12-30 15:59:32-03","2025-12-30 17:27:00-03",NULL
8134,"28562F60A8D8","223.1752625000","15.7415380500","544.9739990000","3466.4687500000","223.5833435000","16.5036850000","634.5866089000","3629.1521000000","225.7255554000","15.9724006700","711.8370361000","3531.6589360000","2025-12-30 16:00:18-03","2025-12-30 17:27:03-03",NULL
8135,"28562F60A8D8","223.5360565000","15.8439083100","581.3502808000","3488.2121580000","223.3618622000","16.7069721200","679.2827148000","3662.6757810000","226.2099457000","16.1357574500","782.4451904000","3562.3291020000","2025-12-30 16:00:33-03","2025-12-30 17:27:04-03",NULL
8136,"28562F60A8D8","223.0543518000","15.7523374600","540.2345581000","3468.1313480000","222.9517212000","16.5820388800","627.0925293000","3638.4060060000","225.5254211000","16.0401153600","727.2504883000","3541.3969730000","2025-12-30 16:01:01-03","2025-12-30 17:27:04-03",NULL
8137,"28562F60A8D8","222.6756897000","15.6885261500","539.1451416000","3447.9567870000","222.8573151000","16.4885883300","624.5737305000","3616.1909180000","225.5723419000","15.9734067900","718.6632690000","3528.5471190000","2025-12-30 16:01:31-03","2025-12-30 17:27:07-03",NULL
